temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,shortwave_radiation_backwards_sfc,angle_of_incidence,zenith,azimuth,power_output
284.21,82,1022.5,0,0,63.19,70.695719,74.27299,101.80531,1331.5383
287.39,65,1022.8,0,0,249.2,55.790706,63.47825,112.98327,1983.2978
289.55,52,1022.4,0,0,429.87,40.922963,53.632776,126.30094,2482.4658
291.45,44,1022.1,0,0,580.28,26.190543,45.566572,142.98444,2707.7561
293.05,39,1021.8,0,0,695.09,12.250414,40.479016,163.71974,2769.6178
293.89,40,1022.5,0,0,761.84,8.2028653,39.573579,187.00119,2668.1111
294.96,35,1022.4,0,0,774.3,20.349154,43.117049,209.09518,2386.6203
295.82,29,1022.1,0,0,732.47,34.937901,50.164936,227.38285,1931.8496
296.05,28,1021,0,0,639.02,49.769904,59.430925,241.88484,914.83232
296.01,28,1020.8,0,0,502.85,64.666087,69.937315,253.76021,165.79746
283.89,52,1022.8,0,0,0,99.800474,96.499211,82.615077,8.985357
283.43,53,1022.8,0,0,0,85.389091,85.53213,92.063958,521.5043
284.72,52,1023,0,0,61.41,70.572154,74.466635,102.16627,1327.7521
288.86,42,1022.7,0,0,249.2,55.660149,63.694289,113.3565,1958.3396
292.87,33,1022.5,0,0,430.76,40.778957,53.885937,126.6811,2381.9945
294.77,27,1021,0,0,582.06,26.016644,45.871088,143.33982,2640.6503
296.08,24,1020.6,0,0,696.87,11.976235,40.838078,163.97669,2697.166
297.01,23,1020.7,0,0,757.39,7.9509043,39.96635,187.08343,2611.4247
297.75,22,1020.3,0,0,768.07,20.321323,43.509274,209.00926,2351.034
298.19,21,1020,0,0,725.35,34.960986,50.536053,227.1992,1898.4455
298.21,21,1019.2,0,0,631.01,49.812026,59.778643,241.66146,855.43
297.79,21,1018.9,0,0,494.84,64.71744,70.267484,253.5249,113.37028
283.53,47,1019.8,0,0,0,99.698538,96.705859,82.964067,9.4851515
283.22,47,1019.5,0,0,0,85.263251,85.708267,92.417432,517.47077
284.66,44,1020.3,0,0,58.74,70.449557,74.661269,102.52682,1314.0028
288.87,35,1019.1,0,0,245.64,55.531383,63.911732,113.72859,1943.3806
293.66,27,1018.2,0,0,427.2,40.637859,54.140762,127.05902,2366.6283
295.66,25,1017.3,0,0,577.61,25.847509,46.177201,143.69167,2612.5305
296.72,24,1016.2,0,0,690.64,11.708596,41.198234,164.2299,2661.7455
297.29,20,1017.5,0,0,758.28,7.7081308,40.359674,187.16401,2567.2183
298.09,19,1017.2,0,0,768.96,20.300949,43.901959,208.92404,2330.1072
298.59,18,1016.8,0,0,725.35,34.987836,50.907748,227.01695,1881.0105
298.54,18,1015.8,0,0,630.12,49.856248,60.126952,241.43914,780.36639
298.03,18,1015.8,0,0,493.06,64.769845,70.598107,253.29009,75.061111
280.42,55,1017.3,0,0,0,99.45408,96.805084,83.408699,9.2493827
280.81,50,1016.6,0,0,0,85.137693,85.884823,92.770884,519.91333
282.37,46,1016.5,0,0,56.96,70.328035,74.85688,102.88682,1321.7953
287.34,37,1015.8,0,0,243.86,55.404528,64.130547,114.09937,1982.2083
290.82,28,1015.3,0,0,423.64,40.499812,54.397193,127.43452,2450.8786
292.56,25,1014.3,0,0,571.38,25.683358,46.484811,144.03984,2727.4636
293.96,27,1014.1,0,0,686.19,11.447988,41.559348,164.47928,2790.1867
294.5,32,1014.4,0,0,752.94,7.4752598,40.753404,187.24288,2674.0361
295.3,26,1014.1,0,0,765.4,20.288029,44.294953,208.83948,2387.1175
295.4,24,1014.4,0,0,720.01,35.01838,51.279871,226.83609,1910.8269
295.14,26,1013.4,0,0,621.22,49.902493,60.475704,241.21789,726.43861
294.56,28,1013.2,0,0,483.27,64.823221,70.929041,253.05577,52.004722
280.98,94,1017.6,0,0,0,98.600846,96.440807,84.255945,15.225
280.6,94,1017.6,0,0,0,85.01253,86.061808,93.124189,324.31833
282.1,81,1018.3,0,0,59.63,70.207699,75.053461,103.24613,1004.1515
285.62,56,1018,0,0,246.53,55.270168,64.344589,114.47745,1491.0622
287.56,50,1018.1,0,0,421.86,40.364961,54.65524,127.80756,2194.7046
289.43,45,1017.4,0,0,565.15,25.524427,46.793933,144.38431,2238.2937
291.31,40,1016.3,0,0,671.95,11.195407,41.92144,164.7248,2051.5311
292.61,39,1017.8,0,0,725.35,7.2536429,41.147546,187.31989,2238.1796
293.75,36,1017.5,0,0,733.36,20.282547,44.688216,208.75537,1813.1736
294.44,34,1016.9,0,0,689.75,35.052536,51.652338,226.65644,1312.5211
294.69,32,1016.3,0,0,599.86,49.950672,60.824792,240.99759,570.72393
294.45,33,1016.2,0,0,472.59,64.877477,71.260161,252.8219,106.92861
282.69,80,1019.7,0,0,0,98.861421,96.925067,84.367013,18.324837
282.36,81,1019.4,0,0,0,84.888164,86.239645,93.477223,571.63472
283.61,75,1019.9,0,0,50.73,70.08866,75.251021,103.60464,1315.1194
287.44,58,1019.1,0,0,231.4,55.157031,64.572246,114.8365,1938.2463
290.63,45,1018.9,0,0,410.29,40.233449,54.914738,128.17776,2377.6437
292.32,38,1018,0,0,559.81,25.370922,47.10429,144.7247,2235.7222
293.81,33,1017.4,0,0,671.95,10.951103,42.284129,164.96623,2644.9907
295.31,27,1018.6,0,0,724.46,7.0427804,41.541687,187.39507,2702.8226
296.4,24,1018.1,0,0,734.25,20.284415,45.081389,208.67189,2161.3767
297.2,22,1017.6,0,0,694.2,35.090207,52.024864,226.47819,914.48278
297.54,21,1017,0,0,604.31,50.000692,61.173989,240.77839,462.87583
297.38,21,1016.8,0,0,472.59,64.932519,71.591282,252.58856,77.376389
283.12,49,1020,0,0,0,98.37649,96.841328,84.970932,17.614236
283.01,52,1020,0,0,0,84.764758,86.418409,93.82985,505.02472
285.7,46,1020.3,0,0,55.18,69.971036,75.449552,103.9622,1294.2744
290.55,34,1019.5,0,0,242.08,55.03664,64.795107,115.20257,1863.9196
293.97,24,1019,0,0,418.3,40.105426,55.175789,128.54522,2330.3156
295.79,18,1018.3,0,0,561.59,25.223092,47.416042,145.06118,2553.9398
296.91,16,1017.7,0,0,668.39,10.716479,42.647637,165.20365,2241.6854
298.02,16,1018.3,0,0,730.69,6.8453225,41.936051,187.46822,1869.8674
298.4,15,1017.8,0,0,736.03,20.293605,45.474603,208.58864,2049.9486
298.46,15,1017.5,0,0,683.52,35.131297,52.397473,226.30099,1588.5048
298.12,15,1017.2,0,0,476.15,50.052453,61.523244,240.56005,432.94111
297.81,16,1016.8,0,0,378.25,64.98928,71.923085,252.3563,24.00564
285.25,39,1019.1,0,0,0,98.15075,96.954752,85.403227,44.332979
285.23,39,1018.5,0,0,0,84.642584,86.598332,94.181937,342.57167
287.23,34,1019.1,0,0,50.73,69.854948,75.649052,104.31866,1143.4583
291.24,28,1018.3,0,0,233.18,54.918657,65.019275,115.56674,1275.9339
294.72,22,1017.7,0,0,407.62,39.98104,55.438275,128.90966,2167.074
296.85,19,1016.8,0,0,545.57,25.081149,47.728989,145.39345,1824.7361
297.93,17,1016.1,0,0,650.59,10.492191,43.011687,165.43688,1235.1475
297.7,18,1015.9,0,0,596.3,6.6613891,42.330331,187.53932,1347.1894
296.64,19,1016.2,0.2,0,292.81,20.309998,45.867576,208.5057,1019.0242
296.53,20,1016.6,0.7,0,259.88,35.175691,52.769927,226.12492,1065.8286
296.65,20,1015.8,0.8,0,246.53,50.105847,61.872356,240.34265,575.82485
296.5,20,1015.8,0.2,0,251.87,65.044555,72.253053,252.1231,86.338333
286.92,44,1019.1,0,0,0,98.161223,97.247548,85.678642,24.141319
287.11,43,1018.8,0,0,0,84.522029,86.779815,94.533367,486.80308
287.94,42,1019,0,0,20.47,69.740515,75.849553,104.67393,1249.3095
291.42,36,1019,0,0,183.34,54.803211,65.244798,115.92898,1895.5031
294.07,31,1018.6,0,0,372.02,39.86044,55.702267,129.27111,2373.424
295.62,26,1017.6,0,0,343.54,24.945324,48.043234,145.72161,2626.5939
295.18,25,1017.7,0,0,464.58,10.279607,43.376417,165.66595,2714.4986
296.2,27,1017.6,0,0,673.73,6.4935539,42.724658,187.6082,2622.6328
296.6,25,1017.8,0,0,683.52,20.333498,46.26037,208.42275,2337.0489
296.71,24,1017.6,0,0,641.69,35.223271,53.142206,225.9497,1802.4175
296.51,23,1017,0,0,553.58,50.160761,62.221249,240.12598,365.00083
296.03,24,1017,0,0,425.42,65.102088,72.583982,251.89143,28.334461
282.54,90,1020.4,0,0,0,98.053791,97.449846,86.031488,20.111806
282.52,86,1020.4,0,0,0,84.403164,86.962793,94.883985,498.409
284.54,66,1020.9,0,0,40.05,69.627864,76.051032,105.02781,1314.9356
287.22,58,1020.5,0,0,213.6,54.690434,65.471595,116.28899,2006.4703
288.89,53,1020.4,0,0,376.47,39.743771,55.967595,129.62918,2470.9235
290.57,47,1019.7,0,0,523.32,24.815824,48.358493,146.04525,2738.9517
291.8,43,1018.7,0,0,647.03,10.079476,43.741436,165.89062,2783.9359
293.38,37,1019.6,0,0,713.78,6.3415196,43.11861,187.67486,2676.0733
294.04,35,1019.4,0,0,709.33,20.363945,46.652612,208.33995,2376.4394
294.28,36,1018.8,0,0,638.13,35.273907,53.514012,225.7755,1807.5761
294.24,35,1018.1,0,0,548.24,50.217077,62.569686,239.91017,300.63806
293.83,35,1017.9,0,0,419.19,65.159079,72.913664,251.65952,18.213611
282.88,97,1019.8,0,0,0,97.694866,97.459949,86.55044,32.645652
283.07,96,1019.4,0,0,0,84.28634,87.147618,95.233677,368.00444
283.81,89,1019.3,0,0,36.49,69.517116,76.253522,105.3802,1150.3456
285.64,77,1018.5,0,0,211.82,54.580454,65.699717,116.64675,1911.8638
288.33,62,1018.5,0,0,388.93,39.63118,56.234331,129.98392,2406.3922
290.53,54,1017.4,0,0,535.78,24.692867,48.674869,146.36447,756.10667
292.28,45,1016,0,0,646.14,9.8933734,44.106885,166.11091,1694.5157
293.56,32,1015,0,0,668.39,6.2083887,43.512319,187.73914,785.3251
292.71,33,1015.7,0,0,503.74,20.401202,47.044366,208.25699,185.99861
292.6,33,1014.9,0,0,239.41,35.32747,53.885328,225.60204,284.38611
292.46,33,1014.6,0,0,207.37,50.274675,62.917593,239.69504,68.511111
283.87,89,1016.5,0,0,0,97.343431,97.474889,87.063687,48.75947
283.24,92,1016.2,0,0,0,84.171662,87.334283,95.582305,439.05518
284.35,87,1016.6,0,0,40.05,69.408393,76.457027,105.73097,1129.7692
286.1,77,1016.9,0,0,213.6,54.473398,65.929141,117.00209,1806.7978
287.37,72,1017.5,0,0,385.37,39.522806,56.502417,130.33514,2018.1533
288.45,68,1017,0,0,527.77,24.576652,48.99226,146.67911,213.84062
289.98,59,1016.9,0.4,0,639.02,9.722675,44.472622,166.32674,802.59306
290.9,43,1017.4,0,0,529.55,6.095989,43.905626,187.80097,1100.8892
292.26,39,1017.1,0,0,576.72,20.445096,47.435464,208.17383,1531.1657
292.52,37,1017,0,0,630.12,35.383823,54.255987,225.42928,420.62583
292.73,36,1016.7,0,0,567.82,50.333433,63.264808,239.48055,213.78389
292.76,36,1017.1,0,0,439.66,65.273321,73.570524,251.19634,12.270556
283.78,69,1023.2,0,0,0,97.227666,97.66811,87.419807,22.849242
284.18,69,1023.3,0,0,0,84.059203,87.522733,95.929735,528.74583
284.97,65,1023.8,0,0,31.15,69.301814,76.661542,106.07996,1333.6914
287.68,54,1023.4,0,0,196.69,54.369388,66.15984,117.35484,1965.5447
289.89,45,1023.5,0,0,385.37,39.418784,56.771785,130.68266,2307.2553
291.69,36,1022.9,0,0,534,24.467369,49.310551,146.989,2633.5367
292.76,31,1022.3,0,0,645.25,9.5689547,44.838493,166.53798,2602.1639
293.26,27,1022.2,0,0,710.22,6.0066812,44.298357,187.86028,2714.9986
293.78,27,1021.6,0,0,719.12,20.495444,47.825731,208.0904,2362.3878
294.04,27,1021.3,0,0,672.84,35.461591,54.639383,225.27133,1486.8658
293.92,27,1020.4,0,0,575.83,50.416669,63.628957,239.28214,239.88803
293.44,28,1020.2,0,0,436.1,65.229758,73.825665,250.89086,12.779226
279.3,75,1020.3,0,0,0,96.995626,97.771653,87.852033,21.24529
280.3,70,1019.7,0,0,0,83.949135,87.713064,96.275843,510.74845
281.75,64,1019.5,0,0,30.26,69.197492,76.867081,106.42707,1281.2098
286.38,49,1018.3,0,0,172.66,54.268542,66.391827,117.70492,1354.6018
289.92,43,1017.3,0,0,370.24,39.319241,57.042449,131.02645,1395.5964
290.27,44,1016.5,0,0,331.08,24.365198,49.629762,147.29416,2447.7781
290.56,44,1015.8,0,0,307.94,9.4340523,45.204529,166.74464,2091.0356
292.45,36,1015.8,0,0,658.6,5.945223,44.690533,187.91696,2599.7489
292.38,37,1015.4,0,0,587.4,20.552059,48.215144,208.00653,2012.8019
292.2,39,1015.2,0,0,639.02,35.504359,54.994753,225.08562,949.23972
292.21,40,1014.7,0,0,552.69,50.453952,63.956568,239.05336,169.01667
291.81,42,1014.2,0,0,404.95,64.544713,73.614517,250.12935,18.66212
280.75,80,1016.4,0,0,0,83.841431,87.905079,96.620489,47.9475
282.12,76,1016.2,0,0,9.79,69.095536,77.073622,106.77214,446.53806
284.44,69,1015.4,0,0,61.41,54.17097,66.625049,118.05214,491.42528
289.47,53,1015.4,0,0,279.46,39.224295,57.314309,131.36631,1055.675
292.62,40,1013.4,0,0,427.2,24.2703,49.949736,147.5944,2028.7542
293.53,39,1013.4,0,0,566.04,9.3197312,45.570526,166.9466,1080.975
294.56,34,1014.3,0,0,584.73,5.917134,45.081935,187.97098,1234.1639
294.17,35,1014.2,0,0,509.08,20.614739,48.603493,207.9222,1279.0097
295.37,32,1014.3,0,0,502.85,35.568268,55.362596,224.91455,969.22472
295.23,32,1013.4,0,0,545.57,50.51548,64.300834,238.84056,245.40333
294.79,32,1014.1,0,0,418.3,64.205136,73.653824,249.61435,53.347333
286.83,62,1016.6,0,0,0,83.736134,88.098688,96.963544,81.988611
286.96,69,1017.4,0,0,16.91,68.996049,77.281154,107.11504,1057.7308
288.08,69,1017.8,0,0,118.37,54.076775,66.859479,118.39638,1176.4411
290.4,61,1016.5,0,0,252.76,39.134056,57.587313,131.70211,275.02111
291.51,56,1016.2,0,0,376.47,24.18282,50.270398,147.88964,606.56556
292.64,53,1016.1,0,0,432.54,9.2277858,45.936395,167.14383,151.70167
293.85,53,1015.3,0,0,621.22,5.9346371,45.472463,188.02227,223.08861
293.96,54,1015.6,0,0,557.14,20.683276,48.990662,207.83734,323.24278
293.91,55,1015.5,0,0,530.44,35.634426,55.729218,224.74392,210.52389
293.89,57,1015.4,0,0,491.28,50.577701,64.643828,238.62825,48.530556
293.18,61,1015.9,0,0,388.93,63.518575,73.445128,248.84646,0.003409091
288.21,90,1015.2,1.9,0,0,95.55661,97.508496,89.633865,47.483333
287.59,92,1014.8,0.9,0,0,83.63333,88.293864,97.304883,162.59972
288.83,82,1014.6,0,0,32.04,68.899125,77.489659,107.45565,377.68769
290.29,74,1014.7,0,0,158.42,53.986053,67.095086,118.73753,934.46083
291.51,67,1015.2,0,0,342.65,39.048622,57.861412,132.03379,1126.5661
292.05,65,1014.2,0,0,505.52,24.102886,50.591682,148.17984,419.63202
292.12,62,1014.1,0,0,588.29,9.1596497,46.302059,167.33629,1070.7672
291.38,63,1014.5,0,0,535.78,6.0273924,45.862032,188.07079,621.24893
291.21,65,1014.4,0,0,449.45,20.757456,49.376551,207.75186,327.3825
291.24,63,1014.4,0,0,404.06,35.702699,56.094501,224.57367,123.67191
291.24,62,1013.5,0,0,382.7,50.640507,64.985421,238.41639,39.074215
283.17,91,1012.8,0,0,0,95.946553,98.081818,89.651401,13.751754
282.77,88,1012.8,0,0,0,83.533017,88.49046,97.644384,367.93167
283.41,83,1013.7,0,0,25.81,68.804853,77.699118,107.79385,256.36194
286.68,67,1013.7,0,0,189.57,53.898891,67.331842,119.07549,1337.0933
287.81,62,1014.4,0,0,299.93,38.968082,58.136563,132.36125,2366.7114
288.93,57,1014.7,0,0,250.98,24.030608,50.91353,148.46497,1760.3811
289.75,53,1014.7,0,0,501.96,9.1160872,46.667456,167.52398,1868.5417
290.4,51,1015.3,0,0,504.63,6.1650315,46.250575,188.11647,1176.3319
290.72,48,1015.6,0,0,599.86,20.837058,49.761071,207.66566,1060.8742
290.74,46,1016,0,0,609.65,35.772956,56.458337,224.4037,1322.4706
290.28,47,1015.5,0,0,501.07,50.703791,65.325492,238.20493,158.05222
289.76,49,1016,0,0,385.37,64.126715,74.444378,248.74633,6.8083333
281.27,83,1019.5,0,0,0,95.603256,98.094323,90.152418,27.860648
280.09,90,1019.7,0,0,0,83.4352,88.688336,97.981915,313.39889
279.77,91,1020.5,0,0,25.81,68.713318,77.909488,108.1295,949.66167
281.95,80,1019.8,0,0,191.35,53.815372,67.569669,119.41009,1559.1147
284.37,66,1019.5,0,0,370.24,38.892517,58.412642,132.68432,1818.7264
286.74,55,1018.6,0,0,517.09,23.966076,51.235768,148.74486,2062.1599
288.55,48,1017.6,0,0,626.56,9.0969922,47.032374,167.70681,2460.0646
289.25,47,1017.3,0,0,687.97,6.3313207,46.637868,188.15932,2627.8439
290.33,42,1016.7,0,0,693.31,20.921856,50.144015,207.57878,2015.4089
291.02,39,1016.5,0,0,644.36,35.845065,56.820538,224.23405,1634.7942
291.16,39,1015.8,0,0,545.57,50.76745,65.663873,237.99389,207.84393
289.93,45,1016,0,0,388.04,63.564398,74.322806,248.06973,10.096774
280.75,95,1017,0,0,0,96.255508,99.138466,90.266166,9.8678295
281.01,96,1016.9,0,0,0,83.247212,89.0876,98.650603,471.43086
282.24,97,1016.9,0,0,22.25,68.538763,78.332851,108.79274,979.57816
285.13,82,1016.3,0,0,184.23,53.659552,68.048403,120.06887,1847.6031
286.9,71,1016.5,0,0,349.77,38.756581,58.967403,133.3171,2374.1769
288.22,60,1016,0,0,483.27,23.860525,51.88121,149.28896,2562.8895
289.59,51,1015.1,0,0,586.51,9.128571,47.76058,168.05795,2486.9308
291.61,38,1013.4,0,0,661.27,6.7234067,47.408507,188.23632,2361.7378
292.38,36,1012.8,0,0,667.5,21.106105,50.904892,207.40258,1773.6345
292.84,35,1012.5,0,0,621.22,35.994318,57.539659,223.89539,1198.3275
292.83,35,1011.3,0,0,525.99,50.895484,66.335122,237.57293,209.08015
292.41,37,1011.6,0,0,396.05,63.798849,75.045602,247.70295,29.98888
282.47,69,1013.7,0,0,0,96.405439,99.524692,90.438198,0.85962963
282.42,70,1013.5,0,0,0,83.157016,89.288674,98.981519,88.762608
282.72,70,1013.3,0,0,23.14,68.455887,78.545761,109.12008,742.30461
286.89,55,1012.5,0,0,182.45,53.587384,68.289184,120.39281,2078.2383
289.3,51,1012.4,0,0,348.88,38.696326,59.245902,133.6266,1221.8258
290.45,48,1011.6,0,0,492.17,23.819598,52.204175,149.55301,1748.135
291.34,46,1011.2,0,0,595.41,9.1766063,48.123593,168.22621,2689.2308
291.55,44,1009.3,0,0,661.27,6.9406352,47.791567,188.27045,1784.9118
291.88,41,1009,0,0,647.92,21.205078,51.282537,207.31323,1616.4831
292,40,1008.8,0,0,536.67,36.071198,57.896294,223.72634,1493.7461
291.41,45,1008.3,0,0,416.52,50.959657,66.667711,237.36299,155.44647
290.93,49,1008.3,0,0,351.55,63.113182,74.834934,246.93714,9.9635965
283.25,95,1007.5,0,0,0,94.819395,98.579987,91.755831,4.8015152
283.58,97,1007.4,0,0,0,83.06946,89.49068,99.309988,494.62806
284.68,91,1007.4,0,0,10.68,68.376035,78.759427,109.44439,717.65272
285.78,84,1007,0,0,80.99,53.519123,68.530814,120.71295,877.42789
287.42,75,1007.5,0,0,282.13,38.641279,59.525014,133.93135,2154.7399
288.83,68,1007,0.2,0,355.11,23.7866,52.527128,149.81165,1616.8222
288.48,69,1006.6,0,0,338.2,9.2439356,48.485685,168.38955,856.68752
290.42,56,1006.7,0,0,331.08,7.1684057,48.172923,188.30165,364.23754
292.09,50,1006.4,0,0,544.68,21.308287,51.658123,207.22302,388.45904
291.33,54,1006.3,0,0,420.08,36.149405,58.250785,223.55748,262.73611
289.34,65,1006.3,0,0,107.69,51.0238,66.998091,237.15344,120.44028
288.84,69,1007,0,0,93.45,63.290324,75.234551,246.79988,3.4448718
283.4,96,1008.6,0,0,0,93.982631,98.206993,92.575569,24.240741
283.07,96,1008.9,0,0,0,82.984175,89.692989,99.635917,263.55361
283.92,94,1008.9,0,0,16.91,68.299259,78.973837,109.76565,962.1425
286.6,81,1008.9,0,0,166.43,53.454822,68.773311,121.02931,1605.1181
287.98,76,1009.6,0,0,294.59,38.591478,59.804782,134.23146,776.41639
287.55,79,1009.3,0.2,0,226.06,23.761544,52.850159,150.06502,274.12361
287.51,81,1009.8,0.7,0,196.69,9.3296744,48.846987,168.54808,1805.0603
288.34,66,1010.6,0,0,194.02,7.4062285,48.552708,188.32985,2644.3247
288.4,65,1010.3,0,0,236.74,21.415497,52.031733,207.13174,1007.2031
288.85,63,1010.7,0,0,331.08,36.228806,58.603146,223.3886,265.43722
288.41,67,1010.2,0.1,0,156.64,51.087814,67.32622,236.94411,283.80889
288.25,68,1010.7,0.3,0,149.52,61.86027,74.501489,245.48533,10.728395
283.93,94,1011.5,0.1,0,0,82.135617,89.29779,100.44404,1.1984568
284.53,90,1012,0.1,0,14.24,68.225632,79.188889,110.08363,74.437834
285.5,86,1011.7,0.1,0,107.69,53.394532,69.016482,121.3416,157.56
285.99,84,1012.2,0.3,0,116.59,38.546952,60.08491,134.52655,112.96528
287.17,77,1011.9,0.5,0,196.69,23.744396,53.172849,150.31277,332.76639
286.58,82,1012,0.7,0,273.23,9.4315184,49.206986,168.70163,234.49373
283.74,79,1015.7,0,0,132.61,7.6504764,48.930399,188.35513,168.84417
284.15,77,1015.7,0,0,160.2,21.526433,52.402916,207.03966,1022.6041
285.75,69,1015.3,0,0,233.18,36.309264,58.953026,223.21996,1510.3475
287.26,60,1014,0,0,435.21,51.1516,67.651832,236.73523,149.45472
287.48,54,1014.3,0,0,342.65,63.519114,75.9395,246.43583,19.94125
275.9,96,1018.4,0,0,0,82.821769,90.099821,100.27962,39.029722
275.96,94,1018.7,0,0,13.35,68.155194,79.404586,110.39832,175.84461
277.82,83,1018.1,0,0,163.76,53.338295,69.260386,121.6499,347.5292
281.5,55,1017.1,0,0,348.88,38.507729,60.365513,134.81684,1517.4548
283.11,47,1015.8,0,0,496.62,23.735145,53.49539,150.55516,2308.0754
284.3,43,1015,0,0,607.87,9.5491853,49.565948,168.85034,2847.8031
285.39,41,1015.3,0,0,668.39,7.9018754,49.306267,188.37738,2715.8421
286.17,38,1014.7,0,0,677.29,21.640868,52.771864,206.94647,2410.7875
286.55,37,1014.4,0,0,628.34,36.390648,59.300515,223.05127,1520.8256
286.51,38,1014.1,0,0,526.88,51.215057,67.974935,236.52658,74.38097
286.01,35,1014.2,0,0,381.81,63.44788,76.15797,246.12027,3.8827973
274.95,68,1016.8,0,0,0,94.209195,99.177183,93.229434,3.1564516
275.11,58,1016.8,0,0,0,82.744703,90.30417,100.59717,588.97833
276.21,48,1017.1,0,0,14.24,68.088011,79.620827,110.70952,1082.3275
279.85,43,1015.9,0,0,167.32,53.286151,69.504838,121.95394,2111.1181
284.84,41,1014.5,0,0,347.99,38.473819,60.646309,135.10199,2537.3799
287.1,40,1013.6,0,0,496.62,23.733717,53.817396,150.79189,2763.6964
288.91,36,1012.7,0,0,604.31,9.680444,49.923405,168.99408,2830.3296
289.55,23,1013.8,0,0,669.28,8.1576963,49.679839,188.39668,2679.2458
290.42,23,1013.5,0,0,671.95,21.758514,53.138169,206.8524,2344.2938
290.75,24,1013.4,0,0,618.55,36.472818,59.645289,222.88276,1452.15
290.32,27,1013.2,0,0,515.31,51.278089,68.295279,236.31836,61.016554
289.34,29,1013.5,0,0,372.02,63.250884,76.285973,245.71437,8.1842342
278.47,54,1016.8,0,0,0,94.037681,99.308317,93.606707,1.6517241
277.94,55,1017.1,0,0,0,82.670298,90.50887,100.91173,223.90167
278.49,56,1017.2,0,0,14.24,68.024107,79.837609,111.01724,632.80972
282.43,46,1016.3,0,0,157.53,53.238133,69.7499,122.25383,1024.2631
286.69,36,1015.8,0,0,320.4,38.445237,60.927424,135.38222,1855.3769
288.88,34,1014.3,0,0,477.04,23.740078,54.139075,151.02324,1817.3467
290.36,37,1013.3,0,0,585.62,9.8252371,50.279643,169.133,1355.8033
291.69,27,1014,0,0,633.68,8.4190869,50.051405,188.41294,2506.3736
292.37,29,1013.4,0,0,638.13,21.879166,53.502043,206.75714,1443.2214
292.71,30,1013.3,0,0,579.39,36.555646,59.987457,222.71412,676.25083
292.58,31,1012.9,0,0,499.29,51.340597,68.612884,236.11033,157.40306
292.1,33,1012.6,0,0,364.01,62.68487,76.153824,245.03929,7.2953125
283.38,95,1012,0,0,0,82.598959,90.714315,101.22314,139.04389
284.04,94,1012.7,0,0,12.46,67.96355,80.054815,111.32124,204.56321
285.7,87,1012.6,0,0,154.86,53.19427,69.995347,122.54924,165.9575
286.6,82,1012.5,0,0,288.36,38.421974,61.208516,135.65715,677.44239
287.88,75,1012,0,0,405.84,23.7541,54.459953,151.24884,1512.5823
289.53,68,1011.1,0,0,515.31,9.9812565,50.634088,169.26694,1566.5236
290.28,65,1010.2,0,0,382.7,8.683002,50.420386,188.42626,646.08583
291.78,58,1009.4,0,0,620.33,22.002504,53.862988,206.66098,315.87389
292.18,55,1008.9,0,0,575.83,36.638987,60.32663,222.54566,207.84389
291.56,57,1008,0,0,445,51.402483,68.927461,235.90276,47.361667
284.11,95,1012.2,0,0,0,82.5305,90.920166,101.53132,15.254727
285,93,1012.2,0,0,8.01,67.906358,80.27243,111.62152,170.57694
286.08,88,1012,0,0,88.11,53.154587,70.24123,122.84029,474.34752
286.48,89,1012.3,0.1,0,161.09,38.404031,61.489692,135.92697,332.03786
287.46,84,1011.7,0.1,0,260.77,23.775726,54.780217,151.46895,380.08361
288.22,80,1011,0.2,0,364.01,10.148528,50.986999,169.39603,378.63416
288.11,78,1010.7,1.1,0,227.84,8.9506436,50.787045,188.43654,316.66327
288.14,79,1010.2,1.2,0,224.28,22.128332,54.221197,206.56366,74.302778
288.52,77,1009.3,1.3,0,233.18,36.722713,60.662904,222.3771,27.595278
288.29,81,1008.4,1.3,0,234.96,51.466996,69.241465,235.69774,3.1433333
282.46,96,1010.6,0,0,0,82.465073,91.126512,101.83616,118.82722
282.67,95,1010.7,0,0,10.68,67.852571,80.49039,111.91797,603.14
284.62,86,1010.5,0,0,153.08,53.119106,70.48746,123.12685,803.87278
285.74,83,1011.4,0,0,321.29,38.391397,61.770834,136.19159,639.55694
286.4,81,1011.1,0,0,404.95,23.804847,55.09972,151.68349,2380.4781
287.18,75,1010.5,0,0,445.89,10.326142,51.338212,169.52026,1740.5569
287.98,75,1009.8,0.5,0,218.94,9.221012,51.151217,188.44378,2280.6075
288.01,74,1010.3,0.3,0,245.64,22.25639,54.576507,206.46519,2349.7869
287.71,76,1010.5,0,0,297.26,36.806685,60.996127,222.20847,1309.8467
287.55,75,1009.6,0,0,359.56,51.524,69.547431,235.48841,81.176667
287.85,73,1009.8,0,0,300.82,62.951564,77.123454,244.4573,0.40555556
281.22,94,1014.9,0,0,0,82.389625,91.32062,102.14321,0.36333333
281.1,98,1016.1,0,0,8.9,67.802237,80.708597,112.21042,98.198427
282.86,90,1016.3,0,0,140.62,53.087844,70.733874,123.40871,175.97749
283.18,90,1016.9,0,0,173.55,38.384045,62.051707,136.45078,144.27853
284.74,86,1016.5,0,0,281.24,23.841295,55.418152,151.89229,366.03472
285.81,83,1016.7,0,0,238.52,10.512352,51.687366,169.63956,455.35374
